price,date,bedrooms,bathrooms,sqft,floors,waterfront,yr_built,yr_renovated
5.15E+05,327,4,2.75,2700,2,0,2009,0
1.26E+06,197,2,3,2210,2,0,2008,0
4.00E+05,159,4,3.5,2370,2.5,0,2013,0
3.90E+05,476,3,2.5,1310,2,0,2007,0
4.50E+05,273,3,2.5,2410,2,0,2007,0
804995,135,5,1.5,3360,2,0,2014,0
8.25E+05,449,4,3.25,3040,2,0,2013,0
4.35E+05,132,4,2.25,2140,2,0,2002,0
3.98E+05,159,3,2.5,1720,2,0,2004,0
411605,155,4,2.5,2658,2,0,2014,0
3.15E+05,341,3,3.25,1480,2,0,2013,0
4.55E+05,323,2,2,1350,3,0,2013,0
452950,485,3,2.5,1150,2,0,2006,0
3.80E+05,139,3,1.75,1690,2,0,2008,0
3.40E+05,327,2,1.75,1270,2,0,2012,0
409950,306,3,2.5,2655,2,0,2013,0
3.60E+05,488,2,1,880,2,0,2005,0
1.60E+06,457,4,4.25,4645,2,0,2006,0
4.40E+05,139,3,1.5,1270,3,0,2007,0
7.30E+05,252,2,1.75,1728,1,0,2012,0
4.08E+05,141,3,2.25,1950,1,0,2006,0
8.20E+05,236,4,2.5,3170,3,0,2008,0
3.60E+05,211,2,2.5,1233,2,0,2007,0
339990,170,3,2.5,2570,2,0,2014,0
5.15E+05,280,3,2,1560,3,0,2014,0
5.41E+05,385,3,1.75,1630,2,0,2013,0
3.75E+05,460,4,2.5,2510,2,0,2007,0
3.20E+05,292,4,2.5,2223,2,0,2010,0
3.25E+05,422,2,2.25,1230,2,0,2008,0
7.40E+05,441,5,2.75,3050,2,0,2014,0
4.50E+05,302,5,2.75,2710,2,0,2014,0
4.55E+05,203,4,2.5,2090,2,0,2011,0
292500,398,3,2.5,1440,2,0,2006,0
6.50E+05,217,3,2.5,2500,1,0,2013,0
5.30E+05,429,4,2.75,2740,2,0,2015,0
829995,215,5,3.25,3360,2,0,2014,0
3.95E+05,356,4,2.75,2280,2,0,2009,0
859990,191,4,2.75,3520,2,0,2014,0
342500,190,2,1.5,1320,2,0,2008,0
7.43E+05,338,4,2.75,3410,2,0,2012,0
3.45E+05,348,3,2.25,2730,1,0,1975,0
4.43E+05,364,3,2.5,1780,2,0,2007,0
2.60E+05,271,3,2.5,1427,2,0,2009,0
8.10E+05,202,4,2.5,2910,2,0,2005,0
5.70E+05,355,4,2.75,3250,2,0,2011,0
1563100,426,5,3.5,3630,2,0,2008,0
8.40E+05,316,2,2.5,1680,3,0,2009,0
9.50E+05,468,3,2.5,2280,3,0,2013,0
572800,391,3,2.5,3310,2,0,2015,0
3.05E+05,273,3,3,1290,3,0,2008,0
1.70E+06,210,5,4.75,3940,2,0,2008,0
4.45E+05,238,4,2.5,2170,2,0,2008,0
8.01E+05,244,4,3.5,3290,2,0,2012,0
7.11E+05,194,3,2.5,2550,2,0,2004,0
268500,238,3,2.25,1140,2,0,2008,0
3.20E+05,278,4,2.5,2300,2,0,2012,0
5.00E+05,263,4,3.25,2670,1,0,2013,0
631625,124,4,2.5,2440,2,0,2014,0
8.50E+05,391,2,2.5,1611,2,0,2005,0
6.00E+05,299,3,3.5,2710,2,0,2006,0
988500,127,3,2.75,2015,2,1,2007,0
430236,450,4,3.25,3444,2,0,2014,0
1266520,257,3,2.5,3060,2,0,2005,0
689500,482,4,2.5,2050,2,0,2013,0
175003,334,3,1.5,1390,2,0,2014,0
4.59E+05,257,2,2.5,1240,3,0,2006,0
1.18E+06,478,4,3.25,3750,2,0,2013,0
3.58E+05,244,3,3.25,1410,3,0,2006,0
447055,194,4,2.5,2448,2,0,2014,0
4.15E+05,177,3,2.75,2600,1.5,0,2009,0
1.21E+06,285,4,3.25,3330,2,0,2004,0
4.95E+05,293,2,2.25,1160,2,0,2006,0
4.79E+05,323,2,2.25,1330,2,0,2005,0
1.90E+06,440,3,2.5,2830,3,1,2006,0
249900,288,3,2.5,1610,2,0,2005,0
1.47E+06,302,4,2.5,2800,2,0,2011,0
1.04E+06,464,5,3.75,4570,2,0,2006,0
8.97E+05,292,4,2.5,2820,2,0,2014,0
1.10E+06,450,4,2.5,2570,2,0,2006,0
6.85E+05,316,3,2.25,1710,2,0,2014,0
2.95E+05,272,3,1.5,1220,2,0,1982,0
6.19E+05,215,3,2.25,1650,3,0,2014,0
439108,328,2,1.5,1130,2,0,2008,0
2.60E+05,415,3,2.25,1489,2,0,2011,0
2.79E+05,156,5,2.5,2690,2,0,2012,0
3.80E+05,453,3,2.25,1530,2,0,2007,0
2.87E+05,310,3,2.5,1600,2,0,2013,0
3.77E+05,344,2,1.5,1000,2,0,2006,0
649950,418,4,3.5,2440,3,0,2005,0
4.45E+05,296,3,2.5,1260,3,0,2007,0
6.05E+05,488,3,2.5,1660,3,0,2005,0
4.75E+05,265,3,2.25,1190,2,0,1999,0
3.99E+05,239,3,3,1520,3,0,2009,0
7.18E+05,474,5,2.75,3250,2,0,2014,0
1.40E+06,147,4,3.25,4700,1,0,2005,0
3.41E+05,135,3,2.5,1480,2,0,2012,0
8.18E+05,138,2,2.5,2380,1,0,2011,0
7.59E+05,335,3,2.25,1640,3,0,2014,0
547500,161,3,3.5,1650,3,0,2010,0
2.70E+06,140,5,4.75,5305,2,0,2005,0
3.58E+05,202,2,2.5,1278,2,0,2007,0
4.12E+05,273,3,2.5,1200,3,0,2010,0
2.45E+05,394,2,1.5,690,2,0,2005,0
460940,279,4,2.5,3202,2,0,2014,0
3.21E+05,141,3,2.25,1347,3,0,2010,0
633634,173,4,3.5,2960,2,0,2014,0
2.90E+05,265,1,0.75,740,1,0,1928,0
4.45E+05,455,2,2.25,1200,3,0,2007,0
887250,461,5,3.5,4320,2,0,2012,0
7.39E+05,253,3,2.5,2310,1,0,2010,0
429900,349,3,2,1490,3,0,2014,0
4.59E+05,370,3,2,1480,2,0,2014,0
2.40E+05,175,3,2.25,1481,2,0,2012,0
566950,252,3,3,1730,3,0,2014,0
1.04E+06,126,4,3.5,3900,2,0,2006,0
3.43E+05,433,3,3.5,1130,3,0,2005,0
572115,314,4,3.25,3230,2,0,2014,0
9.18E+05,372,5,3.5,3920,2,0,2004,0
5.55E+05,489,2,1.5,1190,2,0,2007,0
399440,196,4,2.5,2311,2,0,2014,0
4.50E+05,191,3,2.5,1810,3,0,2008,0
6.48E+05,154,4,2.5,3290,2,0,2008,0
5.80E+05,168,4,2.5,3250,2,0,2008,0
4.15E+05,454,4,2.5,2544,2,0,2013,0
527500,293,3,2.5,1380,3,0,2008,0
3.84E+05,210,3,2.25,1430,2,0,2011,0
6.92E+05,231,3,2.5,3490,1.5,0,2009,0
4.55E+05,233,2,1.5,910,2,0,2006,0
1.28E+06,457,4,3.25,3080,2,0,2014,0
4.15E+05,174,3,2.5,2280,2,0,2011,0
9.75E+05,355,3,2.5,1660,3,0,2008,0
799950,278,4,2.5,3320,2,0,2014,0
5.45E+05,459,5,4,1680,1,0,2008,0
429900,275,4,3.5,2584,2,0,2014,0
2.75E+05,209,3,2.5,2217,2,0,2009,0
4.98E+05,198,3,2.5,2480,2,0,2009,0
754950,146,3,2.5,2610,2,0,2014,0
8.95E+05,156,4,3,3240,2,0,2013,0
5.80E+05,125,4,3.25,3569,2,0,2013,0
379900,417,4,2.5,3181,2,0,2014,0
2.45E+05,433,4,2.5,1921,2,0,2009,0
4.17E+05,237,3,2.5,1570,2,0,2014,0
5.55E+05,124,3,2.5,1940,2,0,2009,0
5.55E+05,237,3,2.5,1940,2,0,2009,0
3.53E+05,252,4,2.5,2210,2,0,2009,0
5.39E+05,479,3,2.25,1280,2,0,2008,0
434900,246,3,2,1520,2,0,1977,2006
3.25E+05,335,2,2.25,1230,2,0,2008,0
6.50E+05,463,3,2.5,1480,3,0,2007,0
379950,420,4,2.5,2612,2,0,2014,0
7.00E+05,322,3,2.5,2350,2,0,2012,0
6.75E+05,348,3,2.5,1300,2,0,2014,0
3.79E+05,159,4,1.5,2020,1,0,1960,0
5.71E+05,453,3,2.5,2140,2,0,2005,0
4.75E+05,296,3,2.25,1380,2,0,2007,0
769900,128,4,3.5,2730,2,0,2006,0
6.33E+05,355,4,3.5,4220,2,0,2006,0
6.35E+05,131,3,2.5,1570,3,0,2010,0
1.24E+06,205,4,3.5,4670,2,0,2007,0
5.24E+05,372,3,2.25,1370,3,0,2009,0
4.85E+05,329,4,3.5,3273,2,0,2014,0
1.03E+06,140,3,4,3880,2,0,2009,0
6.50E+05,296,3,3.5,1494,3,0,2011,0
754842,273,3,2.5,2930,2,0,2013,0
428900,266,4,2.5,2598,2,0,2014,0
329900,173,3,2.5,2242,2,0,2011,0
1035290,351,4,2.5,2830,2,0,2014,0
544999,251,4,2.5,2710,2,0,2009,0
449950,148,4,2.75,2320,2,0,2012,0
6.35E+05,377,4,2.5,2720,2,0,2006,0
5.99E+05,306,3,1.75,1650,3,0,2014,0
4.78E+05,306,3,3.25,1430,2,0,2008,0
3.88E+05,271,4,2.5,2090,2,0,2014,0
809950,215,4,3.5,3660,2,0,2014,0
1.06E+06,469,4,3.5,4220,3,0,2012,0
6.59E+05,476,2,2.5,1450,2,0,2015,0
971971,176,4,3.75,3460,2,0,2013,0
3.89E+05,379,3,2.5,1350,3,0,2006,0
3.55E+05,188,4,2.75,3000,2,0,2005,0
551500,341,4,2.5,2950,2,0,2006,0
417838,181,4,2.5,2530,2,0,2014,0
1.75E+06,194,4,4.5,4650,2,0,2008,0
399950,161,2,1,710,2,0,1943,0
7.40E+05,195,4,2.5,3050,2,0,2007,0
3.35E+05,418,3,2.5,1150,2,0,2013,0
2.25E+06,475,5,5.25,3410,2,0,2006,0
6.67E+05,474,3,1.75,1370,3,0,2007,0
9.20E+05,435,4,2.5,3540,2,0,2007,0
3.68E+05,130,3,2.5,1370,2,0,2007,0
3.07E+05,190,4,2.5,1714,2,0,2009,0
5.50E+05,380,4,2.75,3650,2,0,2014,0
594491,377,4,2.5,2990,2,0,2013,0
460458,271,4,2.5,3284,2,0,2014,0
8.59E+05,174,4,2.25,3550,1,0,2010,0
399950,344,3,3,1860,2,0,2009,0
547500,455,3,3.25,1720,2,0,2007,0
3.10E+05,173,3,2.5,2540,2,0,2006,0
9.39E+05,152,4,2.75,3270,2,0,2014,0
329900,286,2,2.5,980,3,0,2008,0
4.36E+05,355,3,2.5,1150,2,0,2006,0
3.20E+05,196,3,2.5,1820,2,0,2008,0
3.75E+05,268,3,2.5,1580,2,0,2011,0
392137,447,3,2,1460,2,0,2010,0
5.20E+05,237,4,2.5,2900,2,0,2004,0
5.35E+05,288,5,2.75,2620,2,0,2007,0
4.07E+05,447,2,2.5,1340,2,0,2008,0
424950,328,4,3.25,3266,2,0,2014,0
2.90E+05,222,2,1.5,1076,3,0,2006,0
3.99E+05,301,3,3.25,1680,2,0,2009,0
439990,183,3,2.5,1930,2,0,2005,0
6.35E+05,417,4,2.5,2880,2,0,2014,0
6.35E+05,197,4,2.25,2240,2,0,2013,0
3.51E+05,483,3,2.5,2594,2,0,2012,0
437500,233,2,1.5,1210,3,0,2007,0
919204,149,4,3.5,3760,2,0,2014,0
923990,250,4,2.5,3600,2,0,2014,0
639888,174,4,2.5,2050,2,0,2012,0
6.75E+05,378,3,3.25,1510,2,0,2008,0
899900,160,4,2.5,2580,2,0,2013,0
2.52E+05,394,3,2.5,1670,2,0,2009,0
9.25E+05,440,4,2.5,3190,2,0,2007,0
5.52E+05,301,3,2.5,1280,3,0,2009,0
388500,461,4,2.5,2718,2,0,2006,0
5.48E+05,240,2,2,1370,3,0,2004,0
254950,264,3,2.5,1794,2,0,2005,0
1237500,341,4,4.5,5120,2,0,2008,0
6.29E+05,272,3,2.5,2160,2,0,2014,0
7.34E+05,426,4,2.5,2180,2,0,2014,0
3.09E+05,168,3,2.25,1490,2,0,2010,0
554950,183,3,2.5,2950,2,0,2006,0
7.85E+05,490,3,2.75,2990,2,0,2000,0
5.50E+05,155,4,2.5,2700,2,0,2007,0
1.01E+06,222,4,3.5,3130,3,0,2014,0
1.58E+06,300,3,2,3620,2,0,2007,0
3.09E+05,153,5,2.75,2481,2,0,2014,0
328423,175,3,2.5,1730,2,0,2014,0
3.45E+05,173,3,1.5,1420,2,0,2008,0
6.60E+05,324,5,3.5,3160,2,0,2014,0
3.85E+05,121,3,3.25,1320,2,0,2008,0
4.59E+05,441,2,2.25,1010,2,0,2006,0
2.48E+05,378,3,2.5,1870,2,0,2007,0
1.48E+06,231,4,3.5,5220,2,0,2006,0
3.79E+05,212,4,2.5,2260,2,0,2011,0
2.95E+06,427,5,4.5,4340,3,0,2010,0
3.95E+05,268,2,2.25,1620,2,0,2004,0
5.35E+05,126,3,2.5,2280,2,0,2006,0
9.70E+05,294,5,3.5,3400,2,0,2008,0
2.05E+05,396,2,1.5,830,2,0,2006,0
3.10E+05,287,4,2.5,2310,2,0,2010,0
334500,182,2,1.5,830,2,0,2005,0
9.95E+05,239,5,3.25,4130,2,0,2012,0
370228,455,4,3,2050,2,0,2014,0
3.83E+05,427,4,2.5,2050,2,0,2014,0
384500,215,3,2.5,1600,2,0,2005,0
8.65E+05,198,5,2.5,3190,2,0,2014,0
1.05E+06,141,4,3.75,3860,2.5,0,2007,0
5.02E+05,132,4,2.5,2040,2,0,2012,0
1.75E+06,266,4,3.5,3845,2,0,2013,0
569995,254,4,2.5,2650,2,0,2014,0
749950,138,4,2.5,3430,2,0,2013,0
5.50E+05,363,3,2.5,2430,2,0,2007,0
5.25E+05,132,3,3.5,2876,2,0,2007,0
5.16E+05,161,4,3.5,2550,2,0,2007,0
1.35E+06,216,4,3.75,4100,2,0,2014,0
4.40E+05,482,4,2.5,2730,2,0,2009,0
6.60E+05,468,3,2.5,1780,2,0,2008,0
261950,342,3,2.5,1880,2,0,2010,0
5.51E+05,238,5,3.75,3090,2,0,2010,0
6.65E+05,420,3,3.5,2460,2,0,2014,0
6.10E+05,154,4,3.5,2910,2,0,2012,0
6.45E+05,414,4,3.5,2910,2,0,2012,0
536751,168,3,1.75,1930,1,0,2013,0
2.60E+05,480,3,2.25,1413,2,0,2009,0
1.31E+06,385,3,3.25,4030,2,0,2006,0
429900,415,4,3.25,2880,2.5,0,2014,0
5.35E+05,231,4,2.75,2360,1,0,2014,0
462550,468,2,1.75,1070,3,0,2006,0
6.02E+05,433,3,3.25,1460,3,0,2008,0
7.30E+05,341,4,2.75,3800,2,0,2008,0
300500,477,2,1.5,1190,3,0,2010,0
6.75E+05,135,5,2.5,3200,2,0,2009,0
4.15E+05,139,3,2.25,1970,2,0,2008,0
6.14E+05,320,3,2.5,2830,2,0,2010,0
3.85E+05,337,4,2.5,2630,2,0,2010,0
5.94E+05,175,4,2.75,2720,2,0,2005,0
8.60E+05,139,4,2.75,3160,2,0,2014,0
1104500,251,4,4,3770,2,0,2006,0
7.75E+05,296,4,2.75,3500,2,0,2004,0
430760,217,5,2.75,2710,2,0,2014,0
7.55E+05,481,2,2.5,2170,1,0,2009,0
6.40E+05,138,2,2.25,1540,3,0,2007,0
613500,485,3,3.25,1876,3,0,2009,0
7.80E+05,289,4,3.5,3720,1,0,2007,0
5.50E+05,427,4,2.5,3148,2,0,2014,0
789500,280,4,3.25,3240,2,0,2010,0
5.92E+05,190,5,3.5,3340,2,0,2012,0
454950,464,4,2.5,2413,2,0,2014,0
4.75E+05,467,4,2.5,2500,2,0,2010,0
6.59E+05,362,2,1.75,1180,2,0,2014,0
5.70E+05,327,4,2.5,2890,2,0,2005,0
347500,421,5,3,2230,1,0,2014,0
2.05E+05,456,4,2.5,1767,2,0,2006,0
3.80E+05,245,3,3.25,1450,2,0,2009,0
7.18E+05,275,5,2.75,2930,2,0,2013,0
515805,204,5,2.75,2710,2,0,2014,0
1029280,194,4,3.25,3600,2,0,2013,0
437718,316,3,2.5,1800,2,0,2014,0
4.50E+05,225,4,2.5,2290,2,0,2006,0
5.15E+05,300,3,2.5,1510,2,0,2007,0
2.04E+05,425,2,2.5,1090,2,0,2007,0
3.60E+05,142,3,2,1270,3,0,2006,0
5.50E+05,336,3,2.25,1540,3,0,2008,0
650880,148,3,2.5,2930,2,0,2008,0
1789950,420,5,3.75,4360,2,0,2014,0
895900,420,4,3.5,3640,2,0,2014,0
5.85E+05,156,4,2.5,2430,2,0,2008,0
3.80E+05,492,3,2.25,1520,2,0,2010,0
565997,321,5,2.75,2730,2,0,2014,0
4.59E+05,488,3,3,2440,2,0,2006,0
5.50E+05,475,3,3.75,1580,2,0,2010,0
5.00E+05,205,3,2.25,1420,3,0,2006,0
461500,450,5,3.25,2820,2,0,2006,0
2.15E+06,141,4,5.5,5060,2,0,2008,0
7.90E+05,475,4,2.5,2650,2,0,2007,0
7.35E+05,177,3,2.25,1490,2,0,2011,0
5.88E+05,453,4,2.5,3060,2,0,2009,0
724500,497,3,3.25,3240,2,0,2011,0
7.49E+05,189,3,2.75,2820,2,0,2008,0
7.20E+05,260,5,3.5,4140,2,0,2003,0
2.50E+05,161,2,1.5,982,2,0,2006,0
7.90E+05,450,3,2.75,2460,2,0,2007,0
392440,385,4,2.5,2547,2,0,2014,0
2.80E+05,205,4,2.25,1834,2,0,2012,0
1.33E+06,316,4,4.5,3130,3,0,2014,0
6.49E+05,350,4,2.5,2730,2,0,2008,0
4.57E+05,303,2,2.5,1380,2,0,2008,0
2.23E+06,446,4,4.25,4700,2,0,2002,0
4.53E+05,234,3,3,2330,2,0,2004,0
329780,264,3,2.5,1730,2,0,2014,0
1.05E+06,315,2,2.5,2350,3,0,2007,0
771005,489,5,4.5,4000,2,0,2015,0
1.30E+06,205,3,2.5,3350,1,0,2009,0
607500,169,3,3.25,1530,3,0,2006,0
2.78E+05,380,2,2.25,1610,2,0,1979,0
4.75E+05,182,4,2.75,2620,2,0,2013,0
2.70E+05,225,3,2,1300,2,0,2006,0
1.30E+06,477,4,3.5,3590,2,0,2006,0
778983,222,4,2.5,2490,2,0,2014,0
2.21E+05,294,3,2.5,1320,2,0,2005,0
338800,232,4,2.25,1800,2,0,2014,0
834995,215,5,1.5,3360,2,0,2014,0
5.50E+05,485,4,2.5,3220,2,0,2006,0
5.75E+05,303,3,3.5,2514,2,0,2007,0
6.49E+05,265,4,2.75,3130,2,0,2014,0
5.45E+05,149,4,2.5,2720,2,0,2012,0
6.25E+05,323,2,2.25,1390,2,0,2007,0
1.04E+06,356,4,4.5,4920,2,0,2006,0
6.11E+05,135,3,2.5,2134,2.5,0,2008,0
3.00E+05,440,3,2.5,1741,2,0,2012,0
5.77E+05,362,3,2.5,2560,2,0,2001,0
349990,292,4,2.5,2220,2,0,2014,0
6.50E+05,194,3,2.5,1910,2,0,2006,0
3.78E+05,451,2,1.5,980,2,0,2009,0
313200,400,3,2.5,1950,2,0,2013,0
1206690,254,5,4.25,4150,2,0,2014,0
252500,490,2,1.5,1110,2,0,2009,0
3.08E+05,428,3,2.5,1250,2,0,2009,0
803100,134,4,2.5,3310,2,0,2004,0
4.15E+05,168,4,2.5,2020,2,0,2010,0
7.85E+05,225,4,3.5,3310,2,0,2010,0
499950,147,4,2.5,2798,2,0,2012,0
2.16E+05,440,4,2.5,1847,2,0,2008,0
3.80E+05,421,4,2.5,2420,2,0,2009,0
3.45E+05,309,4,2.5,2020,2,0,2012,0
456500,307,4,2.5,2400,2,0,2007,0
382495,307,3,2.5,1760,1,0,2014,0
324950,429,4,2.5,2110,2,0,2013,0
436472,222,4,2.5,2692,2,0,2014,0
365250,149,3,2.25,1490,2,0,2009,0
919990,447,5,3.25,3960,2,0,2014,0
316475,483,4,2.5,1740,2,0,2012,0
4.25E+05,447,4,2.5,1940,1,0,2010,0
302860,434,2,1,970,2,0,2007,0
2.98E+05,202,3,2.5,1852,2,0,2014,0
3.20E+06,237,4,4,4810,2,0,2007,0
9.50E+05,334,4,4,5635,2,0,2011,0
3.33E+05,324,3,2.5,1520,2,0,2009,0
289950,428,3,2.5,2099,2,0,2010,0
419950,490,3,2.25,1250,3,0,2014,0
3.06E+05,195,2,1.5,1090,3,0,2008,0
498445,332,4,2.5,3216,2,0,2014,0
775950,170,4,2.5,2970,2,0,2014,0
6.05E+05,183,3,2.5,2610,2,0,2001,0
5.20E+05,251,2,1.75,1340,2,0,2006,0
849990,300,4,2.75,3300,2,0,2014,0
767450,154,3,2,1630,1,0,2006,0
6.65E+05,219,3,2.25,1590,2,0,2014,0
5.25E+05,260,2,2.75,1310,3.5,0,2007,0
870515,202,4,3.5,3600,2,0,2014,0
3.90E+05,201,4,2.5,2154,2,0,2012,0
5.00E+05,465,3,1.75,1530,3,0,2015,0
399950,216,3,2.25,1360,2,0,2006,0
3.05E+05,404,3,2.5,1320,2,0,2005,0
2.55E+05,387,4,2.5,1660,2,0,2009,0
4.15E+05,272,4,2.5,2891,2,0,2014,0
716500,450,3,2.5,2340,2,0,2012,0
4.25E+05,175,3,2.5,2320,3,0,2009,0
5.40E+05,412,4,2.5,2190,2,0,2010,0
324747,215,3,2.5,2060,2,0,2014,0
3.85E+05,392,3,2.5,1740,2,0,2010,0
2.70E+05,223,3,2.25,1400,2,0,2012,0
1.24E+06,162,5,4,4410,2,0,2006,0
6.72E+05,470,3,2.5,1780,2,0,2008,0
3.10E+05,393,3,2.5,1760,2,0,2010,0
3.00E+06,222,3,3.5,4410,2,1,2014,0
2.35E+06,420,6,4.25,5550,2,0,2014,0
4.27E+05,177,3,2.5,2432,2,0,2005,0
389950,477,3,2.5,2283,2,0,2008,0
309620,175,3,2.5,1860,2,0,2012,0
399895,181,4,2.5,2701,2,0,2014,0
442515,397,4,2.5,2930,2,0,2014,0
3.75E+05,335,3,2.25,1540,3,0,2010,0
309780,182,3,2.5,2242,2,0,2014,0
4.25E+05,435,3,2.5,1950,2,0,2007,0
4.05E+05,485,2,3,1160,2,0,2007,0
356250,199,3,2.5,2060,2,0,2014,0
5.50E+05,414,3,2.25,1230,3,0,2013,0
3.40E+05,124,2,1.5,1160,2,0,2001,0
362865,234,4,2.5,2245,2,0,2014,0
1.36E+06,446,4,3.5,4120,2,0,2014,0
8.30E+05,124,4,2.5,3400,2,0,2007,0
1.60E+06,212,5,3.75,4270,2,0,2014,0
8.55E+05,427,4,3.5,2890,2,0,2014,0
1.21E+06,230,5,3.5,3220,2,0,2008,0
1.39E+06,222,4,3.5,4010,2,0,2006,0
400200,449,4,3.5,2260,2,0,2013,0
2.35E+05,142,2,1,1140,1.5,0,2007,0
349950,491,3,2,1640,1,0,2009,0
659950,189,4,2.75,3510,2,0,2014,0
7.85E+05,127,3,2.75,3010,2,0,2011,0
4.75E+05,470,2,2.25,1060,2,0,2006,0
263900,146,3,2.5,1658,2,0,2014,0
3.42E+05,485,3,2.5,1960,2,0,2012,0
367899,260,3,2.5,2420,2,0,2014,0
657044,399,3,3.5,3420,1.5,0,2014,0
359950,316,2,1.5,893,2,0,2007,0
879950,203,4,2.75,3020,2,0,2014,0
5.50E+05,237,4,2.5,2470,2,0,2013,0
2.79E+05,342,4,2.5,2009,2,0,2012,0
2.55E+05,198,3,2.5,1530,2.5,0,2005,0
609500,419,3,1.75,1590,3,0,2014,0
4.20E+05,170,5,3,2630,2,0,2013,0
5.70E+05,280,4,2.5,3230,2,0,2008,0
4.39E+05,496,3,2.25,1430,2,0,2012,0
3.10E+05,311,3,2.5,2242,2,0,2012,0
6.35E+05,404,4,2.5,2500,2,0,2014,0
399950,331,3,2.5,1230,2,0,2009,0
8.05E+05,216,4,2.5,3020,2.5,0,2009,0
1.80E+06,461,4,3.5,3480,2,0,2015,0
1.21E+06,457,4,3,3330,1,0,2008,0
7.45E+05,287,4,2.5,3400,2,0,2006,0
329445,174,2,1.5,830,2,0,2005,0
5.88E+05,287,5,3,3110,2,0,2007,0
494815,187,3,2.5,1910,2,0,2014,0
591975,286,3,2.75,3230,2,0,2014,0
6.00E+05,372,5,2.75,3380,2,0,2011,0
6.73E+05,188,3,2.75,2830,2,0,2012,0
889950,406,5,3.5,3700,2,0,2014,0
5.00E+05,448,4,3,2520,2,0,2002,0
5.00E+05,273,3,2.25,1530,2,0,2007,0
8.90E+05,124,4,4.25,4420,2,0,2006,0
4.37E+05,483,3,3,1460,3,0,2006,0
419700,247,3,2.25,1450,2,0,2006,0
3.94E+05,203,3,2,1160,1,0,1930,0
3.42E+05,217,3,2,1640,1,0,2010,0
4.20E+05,176,3,1.75,1444,1.5,0,2008,0
5.80E+05,142,3,2.5,1620,3,0,2008,0
3.43E+05,450,2,1.5,1100,2,0,2007,0
3.90E+05,456,2,1.5,1340,2,0,2008,0
2.74E+05,222,3,1.5,1450,2,0,2011,0
7.00E+05,378,4,2.5,3040,2,0,2008,0
8.38E+05,470,4,2.5,2560,2,0,2006,0
3.00E+05,259,6,3,2744,2,0,2006,0
4.67E+05,245,3,2.25,1420,3,0,2008,0
3.95E+05,425,2,1,700,1,0,1943,0
7.34E+05,266,5,4.25,4110,2,0,2000,0
4.80E+05,370,5,2.75,2670,2,0,2013,0
5.39E+05,412,3,2.75,2130,2,0,2010,0
459950,489,5,2.75,3078,2,0,2014,0
306500,302,2,1,840,2,0,2006,0
408474,449,3,2.5,1800,2,0,2014,0
4.37E+05,133,3,2.75,2580,2,0,2008,0
160797,173,3,1.5,1270,2,0,2012,0
7.29E+05,371,4,3.5,3065,3,0,2014,0
4.99E+05,303,3,2.5,1861,2,0,2007,0
359950,288,4,2.75,2260,2,0,2014,0
9.29E+05,343,5,3.25,4150,2,0,2013,0
529950,278,2,2.5,1500,2,0,2014,0
4.61E+05,457,3,2.25,1620,2.5,0,2012,0
271115,286,2,1.5,830,2,0,2005,0
6.53E+05,370,4,2.5,3120,2,0,2003,0
5.65E+05,296,3,2.5,1870,3,0,2007,0
529950,337,3,2.25,1240,3,0,2014,0
5.85E+05,449,4,2.5,2820,2,0,2007,0
6.09E+05,183,3,1.75,1630,3,0,2014,0
2.67E+05,168,3,2.25,1584,2,0,2012,0
5.57E+05,128,4,2.5,2840,2,0,2012,0
709950,320,4,3.25,3910,2,0,2006,0
6.25E+05,198,3,2.5,1730,3,0,2011,0
5.99E+05,356,3,2.75,1840,2,0,2013,0
9.20E+05,490,4,3.75,4030,2,0,2008,0
1.29E+06,288,4,3.5,3440,3,0,2014,0
324500,453,4,2.5,2110,2,0,2012,0
471500,380,3,2.5,2430,2,0,2009,0
1.02E+06,219,4,3.75,4690,2,0,2007,0
9.98E+05,314,4,3.5,3500,2,0,2014,0
2.62E+05,393,4,2.5,2070,2,0,2006,0
8.44E+05,455,4,3.5,3350,2,0,2009,0
745641,174,4,2.5,2440,2,0,2013,0
659950,345,5,3,3010,2,0,2008,0
339989,215,3,2.5,2060,2,0,2014,0
352500,488,2,2.5,1570,2,0,2009,0
5.25E+05,132,3,2.5,1580,2,0,2008,0
1138990,271,5,3.5,4280,2,0,2014,0
4.91E+05,223,5,3.5,2815,2,0,2011,0
6.75E+05,198,4,2.5,2620,2,0,2011,0
3.44E+05,370,3,2.25,1250,3,0,2007,0
5.30E+05,307,4,2.5,3250,2,0,2008,0
290500,343,4,3.25,2510,2,0,2003,0
3.35E+05,377,2,1.75,1270,2,0,2012,0
3.00E+06,491,5,4,6670,2,0,2007,0
3.79E+05,261,3,2.5,1580,2,0,2013,0
3.85E+05,197,3,1.5,1360,3,0,2008,0
500012,420,4,2.5,2400,1,0,1962,2009
366750,124,3,3,1571,3,0,2008,0
4.05E+05,156,2,2,1405,2,0,2007,0
356999,407,3,1.5,1010,2,0,1971,2014
5.90E+05,471,2,2.5,1450,2,0,2006,0
2.94E+05,307,3,1.75,1420,2,0,2014,0
731500,480,4,2.5,2650,2,0,2013,0
837219,156,5,2.75,3030,2,0,2014,0
1.60E+06,469,4,5.5,6530,2,0,2008,0
798800,166,3,2.75,2670,1,0,2013,0
482500,280,2,2.5,1170,2,0,2007,0
